t,vida
0.1132,215.42544555664062
0.1136,215.42544555664062
0.1139,215.42544555664062
0.1141,215.42544555664062
0.1336,215.42544555664062
0.1669,215.42544555664062
0.2003,215.42544555664062
0.2335,215.42544555664062
0.2670,215.42544555664062
0.3001,215.42544555664062
0.3336,215.42544555664062
0.3671,215.42544555664062
0.4004,215.42544555664062
0.4337,215.42544555664062
0.4673,215.42544555664062
0.5003,215.42544555664062
0.5336,215.42544555664062
0.5668,215.42544555664062
0.6001,215.42544555664062
0.6336,215.42544555664062
0.6669,215.42544555664062
0.7003,215.42544555664062
0.7336,215.42544555664062
0.7672,215.42544555664062
0.8005,215.42544555664062
0.8338,215.42544555664062
0.8669,215.42544555664062
0.9002,215.42544555664062
0.9338,215.42544555664062
0.9671,215.42544555664062
1.0003,215.42544555664062
1.0334,215.42544555664062
1.0669,215.42544555664062
1.1006,215.42544555664062
1.1334,215.42544555664062
1.1670,215.42544555664062
1.2004,215.42544555664062
1.2338,215.42544555664062
1.2670,215.42544555664062
1.3005,215.42544555664062
1.3338,215.42544555664062
1.3669,215.42544555664062
1.4006,215.42544555664062
1.4336,215.42544555664062
1.4670,215.42544555664062
1.5003,215.42544555664062
1.5335,215.9254150390625
1.5667,216.42539978027344
1.6003,216.9253692626953
1.6335,217.42535400390625
1.6668,217.9253387451172
1.7004,218.42532348632812
1.7339,218.92530822753906
1.7668,219.42527770996094
1.8002,219.92526245117188
1.8336,220.4252471923828
1.8670,220.92523193359375
1.9001,221.4252166748047
1.9335,221.92520141601562
1.9672,222.4251708984375
2.0005,222.92515563964844
2.0338,223.42514038085938
2.0670,223.9251251220703
2.1005,224.42510986328125
2.1336,224.92507934570312
2.1673,225.42506408691406
2.2003,225.42506408691406
2.2338,225.42506408691406
2.2670,225.42506408691406
2.3003,225.42506408691406
2.3335,225.42506408691406
2.3670,225.42506408691406
2.4001,225.42506408691406
2.4338,225.42506408691406
2.4672,225.42506408691406
2.5003,225.42506408691406
2.5335,225.42506408691406
2.5673,225.42506408691406
2.6006,225.42506408691406
2.6338,225.42506408691406
2.6672,225.42506408691406
2.7002,225.42506408691406
2.7336,225.42506408691406
2.7671,225.42506408691406
2.8005,225.42506408691406
2.8334,225.42506408691406
2.8668,225.42506408691406
2.9002,225.42506408691406
2.9338,225.42506408691406
2.9672,225.42506408691406
3.0003,225.42506408691406
3.0335,225.42506408691406
3.0671,225.42506408691406
3.1006,225.42506408691406
3.1335,225.42506408691406
3.1672,225.42506408691406
3.2004,225.42506408691406
3.2336,225.42506408691406
3.2673,225.42506408691406
3.3002,225.42506408691406
3.3336,225.42506408691406
3.3668,225.42506408691406
3.4005,225.42506408691406
3.4338,225.42506408691406
3.4670,225.42506408691406
3.5004,225.42506408691406
3.5337,225.42506408691406
3.5672,225.42506408691406
3.6001,225.42506408691406
3.6335,225.42506408691406
3.6669,225.42506408691406
3.7003,225.42506408691406
3.7334,225.42506408691406
3.7670,225.42506408691406
3.8004,225.42506408691406
3.8338,225.42506408691406
3.8672,225.42506408691406
3.9002,225.42506408691406
3.9336,225.42506408691406
3.9671,225.42506408691406
4.0004,225.42506408691406
4.0335,225.42506408691406
4.0672,225.42506408691406
